customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,ARPU,ServiceCount,EngagementScore,ContractRisk,SupportDependency,TenureGroup,Segment,SegmentName
4770-UEZOX,Male,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.75,144.8,0,149.5,72.4,2,0.27998894416804865,2,1,New Customer,2,At Risk Newcomers
1038-RQOST,Male,0,1,1,19,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.6,414.95,0,391.40000000000003,21.839473684210525,1,0.13742399115533444,2,0,Regular Customer,0,Budget Basic
7613-LLQFO,Male,0,0,0,12,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.45,1059.55,1,1013.4000000000001,88.29583333333333,3,0.4001243781094527,2,0,New Customer,2,At Risk Newcomers
4568-TTZRT,Male,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,181.8,0,183.6,20.200000000000003,1,0.09046434494195688,2,0,New Customer,0,Budget Basic
9513-DXHDA,Male,0,0,0,27,1,0,DSL,1,0,1,1,1,1,One year,0,Electronic check,81.7,2212.55,0,2205.9,81.9462962962963,6,0.5854477611940299,1,2,Regular Customer,3,Growing Engaged
2640-PMGFL,Male,0,0,1,27,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,79.5,2180.55,1,2146.5,80.76111111111112,3,0.45315091210613595,2,1,Regular Customer,2,At Risk Newcomers
3801-HMYNL,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,89.15,89.15,1,89.15,89.15,3,0.3647871752349365,2,0,New Customer,2,At Risk Newcomers
0516-QREYC,Female,1,0,0,24,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.3,459.95,0,487.20000000000005,19.164583333333333,1,0.15957711442786068,2,0,Regular Customer,0,Budget Basic
9685-WKZGT,Male,1,0,0,14,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,1036.75,1,1049.3,74.05357142857143,2,0.33620784964068545,2,0,Regular Customer,2,At Risk Newcomers
6022-UGGSO,Female,1,0,0,32,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.4,2276.95,1,2380.8,71.1546875,2,0.4177169707020454,2,1,Regular Customer,3,Growing Engaged
8084-OIVBS,Female,0,0,0,11,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.0,211.95,0,220.0,19.268181818181816,1,0.09839690436705362,1,0,New Customer,0,Budget Basic
8896-BQTTI,Male,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.0,25.0,0,25.0,25.0,2,0.11035102266445551,2,0,New Customer,0,Budget Basic
3865-QBWSJ,Male,1,0,1,38,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,80.45,3162.65,0,3057.1,83.22763157894737,3,0.507227750138198,2,0,Loyal Customer,3,Growing Engaged
3352-RICWQ,Female,0,1,1,9,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,210.65,0,177.75,23.405555555555555,1,0.08830845771144279,0,0,New Customer,0,Budget Basic
2160-GPFXD,Male,0,1,1,54,1,1,DSL,1,1,0,1,0,0,Two year,1,Credit card (automatic),65.65,3566.7,0,3545.1000000000004,66.05,5,0.6155472636815921,0,2,Loyal Customer,3,Growing Engaged
2065-MMKGR,Female,0,0,0,29,1,1,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),71.0,2080.1,0,2059.0,71.72758620689655,4,0.47588446655610833,1,0,Regular Customer,3,Growing Engaged
5857-TYBCJ,Male,1,1,0,44,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.2,4040.2,0,3924.8,91.82272727272726,4,0.6056937534549475,2,1,Loyal Customer,3,Growing Engaged
1498-NHTLT,Male,0,1,1,59,1,0,DSL,1,1,1,1,1,1,Two year,1,Electronic check,86.75,5186.0,0,5118.25,87.89830508474576,7,0.7920121614151464,0,3,Loyal Customer,1,Loyal High Value
4484-CGXFK,Female,0,0,0,3,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,55.3,196.15,1,165.89999999999998,65.38333333333334,2,0.22010779436152572,2,0,New Customer,2,At Risk Newcomers
1402-PTHGN,Female,0,1,1,18,1,0,DSL,1,1,0,1,0,0,One year,1,Mailed check,61.5,1087.45,0,1107.0,60.41388888888889,4,0.39344941956882257,1,2,Regular Customer,2,At Risk Newcomers
4176-RELJR,Male,1,0,0,67,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.1,1672.15,0,1681.7,24.957462686567165,2,0.4162382531785516,0,0,Very Loyal Customer,0,Budget Basic
6214-EDAKZ,Female,0,1,1,22,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Electronic check,55.15,1206.05,1,1213.3,54.820454545454545,3,0.3492399115533444,2,2,Regular Customer,2,At Risk Newcomers
5199-FPUSP,Male,0,0,1,33,0,0,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),34.05,1113.95,0,1123.6499999999999,33.75606060606061,2,0.28851575456053064,1,1,Regular Customer,0,Budget Basic
6377-KSLXC,Male,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,107.05,0,99.75,21.41,1,0.07045328911000552,2,0,New Customer,0,Budget Basic
1796-JANOW,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,38.15,0,39.9,19.075,1,0.05656440022111664,2,0,New Customer,0,Budget Basic
0238-WHBIQ,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.7,6339.3,0,6458.400000000001,88.04583333333333,8,0.903648424543947,0,3,Very Loyal Customer,1,Loyal High Value
8735-NBLWT,Male,0,0,1,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,184.1,0,183.6,20.455555555555556,1,0.09046434494195688,2,0,New Customer,0,Budget Basic
6651-RLGGM,Male,0,1,1,67,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,26.3,1688.9,0,1762.1000000000001,25.207462686567165,2,0.4202183526810392,0,0,Very Loyal Customer,0,Budget Basic
6127-ISGTU,Female,0,1,0,16,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.95,1378.25,1,1359.2,86.140625,3,0.4203012714206744,2,0,Regular Customer,2,At Risk Newcomers
1614-JBEBI,Female,0,0,0,8,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.7,137.6,0,165.6,17.2,1,0.08682974018794913,2,0,New Customer,0,Budget Basic
8740-XLHDR,Male,0,0,0,5,0,0,DSL,1,1,1,1,0,0,Month-to-month,1,Mailed check,43.25,219.0,1,216.25,43.8,4,0.2727335544499723,2,3,New Customer,2,At Risk Newcomers
1208-DNHLN,Male,0,1,1,23,1,1,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),48.35,1067.15,1,1112.05,46.39782608695653,2,0.28964897733554446,1,0,Regular Customer,0,Budget Basic
1761-AEZZR,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.55,79.55,1,79.55,79.55,2,0.29127971254836926,2,0,New Customer,2,At Risk Newcomers
3923-CSIHK,Female,1,1,0,50,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.05,3444.85,1,3552.5,68.89699999999999,1,0.44827252625760083,2,0,Loyal Customer,3,Growing Engaged
5696-EXCYS,Male,0,0,0,17,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.45,369.05,0,330.65,21.708823529411767,1,0.12435046987285792,0,0,Regular Customer,0,Budget Basic
5795-KTGUD,Female,0,1,0,68,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),110.8,7553.6,0,7534.4,111.08235294117648,7,0.9134466556108346,0,2,Very Loyal Customer,1,Loyal High Value
7120-RFMVS,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,84.5,84.5,1,84.5,84.5,3,0.3493642896627971,2,0,New Customer,2,At Risk Newcomers
7924-GJZFI,Female,1,1,0,25,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.3,1813.1,0,1732.5,72.524,1,0.3267274737423991,2,0,Regular Customer,2,At Risk Newcomers
4702-HDRKD,Male,0,0,0,67,0,0,DSL,1,0,1,1,1,0,One year,1,Bank transfer (automatic),49.35,3321.35,0,3306.4500000000003,49.57238805970149,4,0.5800027639579878,1,2,Very Loyal Customer,3,Growing Engaged
8512-WIWYV,Male,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.35,707.5,0,651.2,22.109375,1,0.19677998894416804,1,0,Regular Customer,0,Budget Basic
5897-ZYEKH,Female,1,1,0,67,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Electronic check,105.6,7112.15,0,7075.2,106.15149253731343,6,0.8499032614704256,1,1,Very Loyal Customer,1,Loyal High Value
5456-ITGIC,Male,1,1,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),64.45,4641.1,0,4640.400000000001,64.45972222222223,6,0.7365671641791045,0,3,Very Loyal Customer,1,Loyal High Value
7317-GGVPB,Male,0,1,0,71,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),108.6,7690.9,1,7710.599999999999,108.3225352112676,7,0.9200386954118297,0,3,Very Loyal Customer,1,Loyal High Value
1406-PUQVY,Male,0,0,1,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,49.9,49.9,0,49.9,49.9,2,0.19293808734107243,2,1,New Customer,2,At Risk Newcomers
1322-AGOQM,Male,0,0,0,46,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),30.3,1380.1,1,1393.8,30.002173913043475,1,0.29459646213377555,2,1,Loyal Customer,0,Budget Basic
3677-IYRBF,Female,1,0,0,2,0,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,30.4,78.65,1,60.8,39.325,1,0.09122443338861248,2,1,New Customer,0,Budget Basic
5692-FPTAH,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.4,45.4,1,45.4,45.4,1,0.13634604754007737,2,0,New Customer,0,Budget Basic
9114-AAFQH,Female,0,1,0,48,1,0,DSL,0,1,1,0,0,1,One year,1,Electronic check,65.65,3094.65,0,3151.2000000000003,64.471875,4,0.5461028192371475,1,2,Loyal Customer,3,Growing Engaged
8715-KKTFG,Female,0,1,0,61,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Bank transfer (automatic),103.3,6518.35,0,6301.3,106.85819672131149,6,0.8144969596462134,1,2,Very Loyal Customer,1,Loyal High Value
1550-LOAHA,Female,0,1,0,32,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Bank transfer (automatic),84.15,2585.95,1,2692.8,80.8109375,3,0.4917219458264235,2,1,Regular Customer,3,Growing Engaged
1728-BQDMA,Female,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.45,82.7,0,88.9,41.35,1,0.13782476506357103,2,0,New Customer,0,Budget Basic
0268-QKIWO,Female,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.75,58.85,1,59.25,19.616666666666667,1,0.060530679933665,2,0,New Customer,0,Budget Basic
0876-WDUUZ,Female,0,0,0,5,1,0,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),85.4,425.9,1,427.0,85.17999999999999,3,0.3708678828081813,2,1,New Customer,2,At Risk Newcomers
5117-ZSMHQ,Female,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),89.9,6342.7,0,6382.900000000001,89.33380281690141,8,0.8996821448313986,0,3,Very Loyal Customer,1,Loyal High Value
5151-HQRDG,Male,0,1,0,37,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,55.05,2030.75,0,2036.85,54.88513513513514,3,0.41835268103924816,2,0,Loyal Customer,3,Growing Engaged
0960-HUWBM,Male,0,1,1,65,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),104.1,6700.05,0,6766.5,103.07769230769232,6,0.8356688778330569,0,2,Very Loyal Customer,1,Loyal High Value
6465-GSRCL,Female,0,0,1,67,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),106.6,7244.7,0,7142.2,108.12985074626866,6,0.8532200110558318,1,2,Very Loyal Customer,1,Loyal High Value
0617-FHSGK,Male,0,0,1,49,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),75.2,3678.3,1,3684.8,75.06734693877551,2,0.49907407407407406,2,0,Loyal Customer,3,Growing Engaged
0263-FJTQO,Male,0,1,1,50,1,1,DSL,1,0,0,1,1,0,Two year,1,Credit card (automatic),70.5,3486.65,0,3525.0,69.733,5,0.6131149806522941,0,1,Loyal Customer,3,Growing Engaged
7319-ZNRTR,Male,0,1,1,25,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,19.6,411.15,0,490.00000000000006,16.445999999999998,1,0.1618850193477059,1,0,Regular Customer,0,Budget Basic
2858-MOFSQ,Female,0,0,1,17,1,1,DSL,0,0,1,0,0,0,One year,1,Mailed check,55.85,937.5,1,949.45,55.14705882352941,3,0.32841348811498067,1,1,Regular Customer,2,At Risk Newcomers
7503-EPSZW,Female,0,1,1,64,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.05,1559.15,0,1539.2,24.36171875,2,0.39886677722498615,0,0,Very Loyal Customer,0,Budget Basic
7089-XXAYG,Male,0,1,0,25,0,0,DSL,0,0,1,0,1,0,One year,1,Credit card (automatic),38.1,970.4,0,952.5,38.816,2,0.26491155334438915,1,1,Regular Customer,0,Budget Basic
8118-LSUEL,Male,1,0,0,23,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,106.4,2483.5,1,2447.2000000000003,107.97826086956522,6,0.648852957435047,2,2,Regular Customer,3,Growing Engaged
8070-AAWZP,Male,1,1,0,24,0,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,34.25,828.2,0,822.0,34.50833333333333,2,0.24751243781094523,2,2,Regular Customer,0,Budget Basic
1666-JXLKU,Female,0,0,0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.05,3810.55,0,3701.85,102.98783783783784,5,0.6509397457158651,2,1,Loyal Customer,3,Growing Engaged
7855-DIWPO,Female,0,0,0,21,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.65,1493.2,0,1441.65,71.1047619047619,1,0.3060530679933665,2,0,Regular Customer,2,At Risk Newcomers
5133-POWUA,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.8,45.8,0,45.8,45.8,1,0.1376727473742399,2,0,New Customer,0,Budget Basic
5652-MSDEY,Female,0,0,0,10,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,75.75,777.3,0,757.5,77.72999999999999,2,0.32034273079049197,2,0,New Customer,2,At Risk Newcomers
7005-CCBKV,Male,0,0,0,6,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,84.4,556.35,1,506.40000000000003,92.72500000000001,3,0.3721807628524047,2,1,New Customer,2,At Risk Newcomers
1810-BOHSY,Male,0,1,0,51,1,1,Fiber optic,1,1,0,0,0,1,One year,1,Credit card (automatic),96.4,4911.05,0,4916.400000000001,96.29509803921569,5,0.7036484245439469,1,1,Loyal Customer,1,Loyal High Value
1784-BXEFA,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.55,187.35,0,205.5,18.735,1,0.09559148700939746,2,0,New Customer,0,Budget Basic
7351-MHQVU,Female,0,0,0,6,0,0,DSL,1,1,0,1,0,1,Month-to-month,0,Credit card (automatic),50.95,307.6,0,305.70000000000005,51.26666666666667,4,0.3029021558872305,2,2,New Customer,2,At Risk Newcomers
9224-VTYID,Male,0,1,1,47,1,1,DSL,1,1,1,1,1,1,Two year,1,Mailed check,90.5,4318.35,0,4253.5,91.87978723404257,8,0.7905610834715312,0,3,Loyal Customer,1,Loyal High Value
9500-IWPXQ,Female,0,1,1,61,1,1,DSL,1,1,1,1,0,1,One year,1,Electronic check,79.4,4820.55,0,4843.400000000001,79.02540983606558,7,0.7768933112216695,1,3,Very Loyal Customer,1,Loyal High Value
5762-TJXGK,Female,0,0,0,52,0,0,DSL,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),58.75,3038.55,0,3055.0,58.43365384615385,5,0.5834024322830293,0,2,Loyal Customer,3,Growing Engaged
4504-YOULA,Female,0,1,1,35,1,1,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),59.45,2136.9,0,2080.75,61.05428571428572,4,0.46535378662244337,2,1,Regular Customer,3,Growing Engaged
5569-IDSEY,Male,0,1,0,71,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.7,7472.15,0,7504.7,105.24154929577465,6,0.8687534549474848,1,2,Very Loyal Customer,1,Loyal High Value
4250-FDVOU,Female,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,56.25,389.1,1,337.5,64.85000000000001,3,0.27881426202321724,2,1,New Customer,2,At Risk Newcomers
7284-ZZLOH,Male,0,1,0,45,1,0,DSL,1,0,1,0,0,0,Two year,0,Credit card (automatic),53.3,2296.25,0,2398.5,51.02777777777778,3,0.44958540630182425,0,1,Loyal Customer,3,Growing Engaged
5277-ZLOOR,Female,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.55,187.45,1,171.1,93.725,3,0.3574765063571033,2,0,New Customer,2,At Risk Newcomers
2141-RRYGO,Female,0,0,0,4,1,0,DSL,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),68.65,261.25,1,274.6,65.3125,4,0.35234936428966285,2,1,New Customer,2,At Risk Newcomers
1777-JYQPJ,Male,0,0,0,2,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.3,38.45,0,48.6,19.225,0,0.029325594250967382,2,0,New Customer,0,Budget Basic
6376-GAHQE,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,77.85,299.2,1,311.4,74.8,2,0.29953012714206745,2,0,New Customer,2,At Risk Newcomers
3401-URHDA,Male,0,0,0,51,1,1,DSL,1,0,0,1,0,0,One year,0,Credit card (automatic),59.9,3043.6,0,3054.9,59.67843137254902,4,0.5409203980099502,1,1,Loyal Customer,3,Growing Engaged
1599-EAHXY,Male,0,1,1,60,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),23.95,1506.4,0,1437.0,25.10666666666667,2,0.380016583747927,1,0,Loyal Customer,0,Budget Basic
8631-XVRZL,Male,0,0,0,9,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.15,163.7,0,181.35,18.188888888888886,1,0.08963515754560529,1,0,New Customer,0,Budget Basic
5052-PNLOS,Male,0,0,0,3,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,323.25,1,316.04999999999995,107.75,6,0.5527777777777777,2,2,New Customer,2,At Risk Newcomers
3853-LYGAM,Male,0,0,0,17,1,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),95.65,1640.0,0,1626.0500000000002,96.47058823529412,5,0.5437534549474848,2,2,Regular Customer,2,At Risk Newcomers
6979-ZNSFF,Female,0,0,0,8,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,87.05,762.1,1,696.4,95.2625,3,0.39022940851299054,2,0,New Customer,2,At Risk Newcomers
5751-USDBL,Male,0,1,1,46,1,0,DSL,1,0,1,1,1,1,Two year,0,Mailed check,81.0,3846.35,0,3726.0,83.61630434782609,6,0.6710889994472083,0,2,Loyal Customer,3,Growing Engaged
5680-LQOGP,Female,0,0,0,68,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),82.45,5646.6,0,5606.6,83.03823529411765,7,0.819416804864566,0,3,Very Loyal Customer,1,Loyal High Value
2386-LAHRK,Male,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,53.5,53.5,1,53.5,53.5,2,0.2048783858485351,2,0,New Customer,2,At Risk Newcomers
8189-DUKMV,Female,0,1,0,4,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.5,79.05,0,82.0,19.7625,1,0.06764787175234936,1,0,New Customer,0,Budget Basic
6032-IGALN,Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.1,25.1,1,25.1,25.1,0,0.027349364289662798,2,0,New Customer,0,Budget Basic
9931-DCEZH,Male,0,0,1,28,1,0,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),54.4,1516.6,0,1523.2,54.16428571428571,3,0.3745301271420674,1,2,Regular Customer,2,At Risk Newcomers
1898-JSNDC,Female,0,0,0,39,1,0,DSL,0,1,0,0,1,0,One year,1,Credit card (automatic),58.6,2224.5,0,2285.4,57.03846153846154,3,0.43938640132669987,1,1,Loyal Customer,3,Growing Engaged
0315-LVCRK,Male,0,0,0,11,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Electronic check,84.8,888.75,0,932.8,80.79545454545455,3,0.3966556108347153,2,1,New Customer,2,At Risk Newcomers
3911-RSNHI,Female,0,1,0,71,0,0,DSL,0,1,1,1,1,1,Two year,1,Credit card (automatic),61.4,4310.35,0,4359.4,60.70915492957747,5,0.6801547816473189,0,3,Very Loyal Customer,3,Growing Engaged
2410-CIYFZ,Male,0,0,1,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,42.9,0,40.8,21.45,1,0.05805693753454947,2,0,New Customer,0,Budget Basic
4248-HCETZ,Male,1,1,0,30,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Mailed check,79.65,2365.15,1,2389.5,78.83833333333334,3,0.4675373134328358,2,2,Regular Customer,3,Growing Engaged
5505-OVWQW,Female,0,0,0,17,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.15,353.65,0,342.54999999999995,20.802941176470586,1,0.12667219458264234,1,0,Regular Customer,0,Budget Basic
7271-AJDTL,Female,0,1,0,55,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),94.45,5073.1,0,5194.75,92.23818181818183,5,0.7156992813709232,2,2,Loyal Customer,1,Loyal High Value
1867-TJHTS,Female,0,0,0,58,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.8,4526.85,0,4628.4,78.0491379310345,3,0.5976644555002762,2,0,Loyal Customer,3,Growing Engaged
0516-WJVXC,Female,0,0,0,5,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.2,308.25,1,271.0,61.65,3,0.2673852957435047,2,1,New Customer,2,At Risk Newcomers
9174-FKWZE,Female,1,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.45,19.45,1,19.45,19.45,1,0.05027639579878385,2,0,New Customer,0,Budget Basic
6860-YRJZP,Male,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.05,678.45,0,666.4499999999999,75.38333333333334,2,0.3100746268656716,2,0,New Customer,2,At Risk Newcomers
4429-WYGFR,Male,0,0,0,26,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),49.15,1237.3,0,1277.8999999999999,47.58846153846154,2,0.3061912658927584,2,1,Regular Customer,0,Budget Basic
2817-LVCPP,Female,0,0,0,50,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.4,1023.95,0,969.9999999999999,20.479,1,0.2769624101713654,0,0,Loyal Customer,0,Budget Basic
5038-ETMLM,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.65,8182.75,0,8182.8,113.64930555555556,8,0.9830845771144278,0,3,Very Loyal Customer,1,Loyal High Value
5056-FIMPT,Female,0,0,1,43,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),106.0,4532.3,0,4558.0,105.40232558139536,6,0.7401188501934771,1,2,Loyal Customer,1,Loyal High Value
4521-WFJAI,Male,0,0,0,56,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.95,1444.05,0,1453.2,25.786607142857143,2,0.36813156440022105,0,0,Loyal Customer,0,Budget Basic
6569-KTMDU,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.1,19.1,0,19.1,19.1,1,0.049115533443891655,2,0,New Customer,0,Budget Basic
8809-RIHDD,Male,0,1,1,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,103.4,7372.65,1,7444.8,102.39791666666666,6,0.86575456053068,0,2,Very Loyal Customer,1,Loyal High Value
8809-XKHMD,Male,0,1,0,72,1,1,Fiber optic,1,1,0,1,0,1,Two year,1,Bank transfer (automatic),100.55,7325.1,0,7239.599999999999,101.73750000000001,6,0.856301824212272,0,2,Very Loyal Customer,1,Loyal High Value
0396-YCHWO,Male,0,1,0,36,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.4,3474.2,0,3434.4,96.50555555555555,4,0.5892205638474296,2,0,Regular Customer,3,Growing Engaged
0867-LDTTC,Male,0,0,0,5,1,0,DSL,0,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),75.15,392.65,0,375.75,78.53,5,0.4202045328911,2,2,New Customer,2,At Risk Newcomers
4822-NGOCH,Female,0,0,0,13,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.45,1058.6,1,1097.8500000000001,81.43076923076923,4,0.446420674405749,2,2,Regular Customer,2,At Risk Newcomers
9391-DXGGG,Female,1,0,0,44,1,0,Fiber optic,0,1,1,0,0,1,One year,0,Credit card (automatic),89.15,3990.75,0,3922.6000000000004,90.69886363636364,4,0.6055279159756771,1,2,Loyal Customer,3,Growing Engaged
9844-FELAJ,Female,1,1,1,70,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,107.9,7475.85,0,7553.0,106.79785714285715,7,0.9130873410724157,1,3,Very Loyal Customer,1,Loyal High Value
2122-SZZZD,Male,0,0,0,44,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.5,835.5,0,858.0,18.988636363636363,1,0.24951630735212824,1,0,Loyal Customer,0,Budget Basic
5307-DZCVC,Female,1,1,0,32,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),85.95,2628.6,1,2750.4,82.14375,3,0.49769209508015483,2,0,Regular Customer,3,Growing Engaged
3148-AOIQT,Female,0,1,0,69,1,1,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),24.95,1718.35,0,1721.55,24.903623188405795,2,0.425,0,0,Very Loyal Customer,0,Budget Basic
8679-JOEVF,Female,1,0,0,16,1,0,DSL,0,0,0,1,1,0,Month-to-month,0,Electronic check,59.4,1023.9,1,950.4,63.99375,3,0.3355583195135434,2,1,Regular Customer,2,At Risk Newcomers
